# x,y
285,90
139,28
155,525
305,910
414,515
416,760
874,121
343,763
192,968
212,46
548,309
836,33
933,361
720,195
819,311
553,786
762,646
907,749
567,350
460,977
686,6
419,482
250,466
690,414
451,521
830,501
495,895
97,166
825,291
763,944
310,386
113,55
699,938
411,792
549,943
873,542
376,859
974,360
688,598
304,591
305,856
939,107
397,891
765,14
120,129
684,348
774,525
997,271
71,934
616,121
129,644
515,864
135,643
637,523
81,455
204,149
699,568
478,218
21,202
191,555
160,411
758,869
702,165
907,99
943,376
619,906
56,18
763,882
751,736
407,902
501,36
381,157
501,245
144,647
908,317
488,537
573,475
589,573
610,920
6,243
826,123
549,33
922,213
49,77
878,690
850,737
562,390
141,990
517,509
564,585
87,66
109,795
389,994
74,613
834,633
277,318
890,537
846,38
294,533
75,555
224,847
36,480
749,899
915,961
164,75
225,290
245,93
284,636
891,333
653,337
427,905
562,560
860,564
340,729
413,677
117,210
234,405
716,364
687,960
622,136
549,112
683,312
199,864
3,498
755,581
127,426
650,594
954,195
102,738
416,373
29,843
975,173
727,121
258,69
573,273
379,702
330,830
711,403
768,573
864,868
327,936
327,516
492,706
412,721
728,448
158,401
983,102
980,791
461,978
5,747
214,533
873,131
570,485
647,69
16,488
607,796
412,751
549,22
649,720
407,14
434,774
745,554
790,434
100,110
234,834
557,95
122,612
92,37
621,106
814,866
501,613
733,456
756,190
740,107
110,768
780,438
147,927
981,103
298,93
999,177
113,158
223,145
417,275
843,449
633,730
317,188
907,198
226,332
398,520
198,462
147,84
259,858
593,754
358,566
17,87
653,963
824,884
545,650
392,865
756,872
643,339
314,482
891,231
266,744
292,404
773,779
316,569
202,627
108,77
193,800
720,387
40,277
322,452
44,391
571,976
808,322
151,734
167,762
558,168
765,293
131,43
255,669
540,697
469,779
442,314
869,828
51,586
22,425
364,638
23,133
434,432
772,132
717,164
820,35
868,544
980,259
587,628
982,683
180,811
736,250
803,200
630,387
80,383
556,190
20,210
583,557
980,50
585,724
43,150
738,719
420,348
824,523
271,424
660,756
108,769
438,959
129,502
312,438
612,534
549,477
198,394
802,993
551,91
923,813
522,502
519,850
822,193
725,733
477,893
402,891
54,329
355,149
677,466
879,311
627,723
60,615
694,144
444,770
575,782
557,29
256,590
170,178
745,919
993,852
389,676
403,269
106,374
626,591
757,799
513,647
52,70
381,23
861,926
221,436
958,290
249,543
87,385
63,632
659,854
130,577
568,173
308,997
620,623
299,216
180,261
485,192
584,350
262,28
50,490
687,865
741,782
607,827
749,122
140,4
889,305
176,568
985,87
282,268
709,624
467,516
844,162
670,96
254,960
597,747
464,822
93,700
359,248
753,733
68,964
155,196
275,565
727,404
742,764
26,696
37,525
278,180
975,865
537,447
448,72
621,378
78,643
259,528
466,8
38,484
457,931
895,995
447,919
93,308
122,830
932,803
420,383
335,670
950,102
377,163
176,856
753,15
957,266
299,910
287,91
994,29
491,271
653,266
412,457
895,605
353,252
72,310
451,171
635,708
241,860
327,534
744,757
574,225
134,524
392,665
531,479
639,599
776,103
959,777
221,368
953,165
808,560
946,887
218,839
30,812
507,404
125,39
433,129
890,461
690,773
62,327
136,698
594,577
2,719
728,971
798,905
322,342
365,385
106,516
895,261
265,973
178,733
134,688
826,278
337,883
378,173
946,703
298,239
56,262
419,268
646,989
476,420
617,253
834,313
983,718
209,419
339,817
507,175
88,989
269,349
995,931
209,122
844,801
593,887
760,420
709,641
389,152
370,292
392,643
318,407
711,688
728,856
781,761
220,390
386,805
578,622
995,633
901,734
980,944
917,550
278,923
594,182
100,994
711,716
555,910
568,306
324,83
211,541
70,757
784,389
437,476
933,755
841,525
200,260
462,243
180,107
139,693
685,221
624,277
545,19
887,760
16,418
596,224
502,93
806,61
548,206
968,656
489,200
163,231
184,751
917,577
60,941
201,102
204,422
898,249
567,917
153,780
283,229
480,121
547,119
820,683
73,520
460,442
853,502
165,917
458,677
432,504
249,313
474,613
671,207
974,751
745,950
595,500
769,183
188,744
916,938
314,708
25,558
944,182
448,820
379,939
